序号,标题,URL
Paper Cover,Paper Cover,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Paper%20Cover.png
Fig 1,"Fig. 1. Empirical motivation. (a) flow-density FD; (b) time-dependent flow and density profile; (c) flow throughput fitting during congestion period; 
(d) fitting error distribution; (e) potentials for efficiency gain.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%201.png
Fig 2,Fig. 2. Illustration of the constant-throughput and dynamic-throughput queue models.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%202.png
Fig 3,Fig. 3. Illustration of the triangular and quadratic fundamental diagram.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%203.png
Fig 4,"Fig. 4. Illustration of FDQ-PN with polynomial queue models: (a) arrival and departure rate; (b) cumulative arrival and departure rate; (c) queue 
length profile; (d) net flow profile.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%204.png
Fig 5,Fig. 5. Time-dependent delay derivations: (a) ratio method; (b) iterative method.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%205.png
Fig 6,"Fig. 6. Illustration of different efficiency gain in the FDQ-PN: (a) demand-side change strategy; (b) supply-side change strategy; (c) demand–supply 
coupled change strategy.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%206.png
Fig 7,"Fig. 7. Areas of selected corridors used in the two datasets: (a) Los Angeles I-405 corridor; (b) Phoenix I-10 corridor; (c) speed heatmap of I-405 
corridor; (d) speed heatmap of I-10 corridor.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%207.png
Fig 8,"Fig. 8. Illustration of detector location in Los Angeles I-405 corridor: (a) bottleneck area (.
Source: PeMS) (b) on-ramp of the bottleneck, and (c) off-ramp of the bottleneck (source: Caltrans online postmile query tool)",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%208.png
Fig 9,Fig. 9. FD and time series diagrams at the downstream bottleneck in Detector 4.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%209.png
Fig 10,Fig. 10. FD and time series diagrams at the downstream bottleneck in Detector 3.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2010.png
Fig 11,Fig. 11. Empirical flow and queue dynamics for transformer-based method.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2011.png
Fig 12,"Fig. 12. Analysis of FD calibration with observation data (a) triangular FD calibration of LA I-405 dataset; (b) triangular FD calibration of Phoenix I- 
10 dataset; (c) quadratic FD calibration of LA I-405 dataset: (d) quadratic FD calibration of Phoenix I-10 dataset.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2012.png
Fig 13,"Fig. 13. Arrival and flow throughput curves for the LA and Phoenix datasets: (a) and (e) Benchmark model 1: PW; (b) and (f) Benchmark model 2: 
PAQ; (c) and (g) Proposed model 1: FDQ-PW; (d) and (h) Proposed model 2: FDQ-PN; (The four graphs on the upper: LA case, four graphs on the 
lower: Phoenix case).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2013.png
Fig 14,"Fig. 14. Fitting of flow throughput with different curves in the LA dataset: (a) Constant outflow rates; (b) Piecewise linear outflow rates; (c) 
Polynomial outflow rates.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2014.png
Fig 15,"Fig. 15. Fitting of flow throughput with different curves in the Phoenix dataset: (a) Constant outflow rates; (b) Piecewise linear outflow rates; (c) 
Polynomial outflow rates.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2015.png
Fig 16,"Fig. 16. Fitting of queue length: (a) FDQ-PW in LA dataset; (b) FDQ-PW in LA dataset; (c) FDQ-PW in Phoenix dataset; (d) FDQ-PW in 
Phoenix dataset.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2016.png
Fig 17,Fig. 17. Estimated and observed speed curves: (a) LA dataset; (b) Phoenix dataset.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2017.png
Fig 18,Fig. 18. Estimated travel time curve and observed travel time with different cases: (a) LA dataset; (b) Phoenix dataset.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2018.png
Fig 19,Fig. 19. Workflow of the FDQ model and its integration into simulation platforms.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2019.png
Fig 20,"Fig. 20. Illustration of FDQ-PW with piecewise queue models: (a) arrival and departure rate; (b) cumulative arrival and departure rate; (c) queue 
profile; (d) net flow profile.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2020.png
Fig 21,Fig. 21. Illustration of the queuing system with piecewise linear flow throughput consistent with the quadratic FD.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2021.png
Fig 22,"Fig. 22. Illustration of different efficiency gain in the FDQ-PW: (a) demand-side change strategy; (b) supply-side change strategy; (c) 
demand–supply coupled change strategy.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Fig%2022.png
Table 1,Table 1  Calibrated parameters result with empirical dataset.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%201.png
Table 2,Table 2  Compare the parameter calibration error between observed data and estimated data.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%202.png
Table 3,Table 3  Comparison of the difference of those models.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%203.png
Table 4,Table 4  Compare the flow throughput estimation error between the proposed FDQ model and the benchmark model.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%204.png
Table 5,Table 5  Improvement in accuracy of the FDQ-PN model over the benchmark model.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%205.png
Table 6,Table 6  Compare the queue estimation error between the proposed model and the benchmark model.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%206.png
Table 7,Table 7  Compare the fitting speed error between observed data and estimated data.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%207.png
Table 8,Table 8  Compare the fitting travel time error between observed data and estimated data.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%208.png
Table 9,Table 9  Cross-day calibration performance of the FDQ model at the I-405 bottleneck.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%209.png
Table 10,Table 10  Demand-side change using FDQ-PW modeling in LA case.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%2010.png
Table 11,Table 11  Supply-side change using FDQ-PW modeling in LA case.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%2011.png
Table 12,Table 12  Demand-supply coupled change using FDQ-PW modeling in LA case.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%2012.png
Table 13,Table 13  Analysis of parameter changes under different net flow increase with FDQ-PW in LA case.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%2013.png
Table 14,Table 14  Demand-supply coupled change using FDQ-PN modeling in LA case.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%2014.png
Table 15,Table 15  Analysis of parameter changes under different net flow increase with FDQ-PN in LA case.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%2015.png
Table 16,"Table 16  Sensitivity of the shape parameter γ on inflow, outflow, and queue estimation performance.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2026.105533/Table%2016.png
