序号,标题,URL
Fig 14,Fig. 14. Transferability experiment for evaluating the generalizability of the pre-trained interaction policy.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2014.png
Fig 15,Fig. 15. Training dynamics of the objective functions on the source domain (Chongqing Site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2015.png
Fig 16,Fig. 16. Illustration of pre-trained interaction policy at mid-block locations.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2016.png
Fig 17,Fig. 17. Illustration of pre-trained interaction policy at intersection locations.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2017.png
Fig 18,Fig. 18. Generation of trajectories for agent–pedestrian interactions at mid-block locations (Heping site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2018.png
Fig 19,Fig. 19. Generation of trajectories for agent–pedestrian interactions at intersection locations (Chongqing site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2019.png
Fig 20,Fig. 20. Training dynamics of the objective functions on the target domain (Changchun site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2020.png
Fig 21,Fig. 21. Training dynamics of the objective functions on the target domain (Tianjin site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2021.png
Fig 22,Fig. 22. Trajectory similarity evaluation under model weights saved at diﬀerent iterations  (Changchun site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2022.png
Fig 23,Fig. 23. Trajectory similarity evaluation under model weights saved at diﬀerent iterations  (Tianjin site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2023.png
Fig 24,"Fig. 24. Transfer learning performance for diﬀerent interaction types, domains, and locations.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2024.png
Fig 25,Fig. 25. Performance of trajectory generation on the target domain with mid-block crossingwalks (Fengwu and Xiaoxue site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2025.png
Fig 26,Fig. 26. Performance of trajectory generation on the target domain with intersection crosswalks (Changchun and Tianjin site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2026.png
Fig 27,Fig. 27. Training dynamics of the objective functions on the target domain across diﬀerent policy optimizer  (Tianjin site).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2027.png
Fig 28,Fig. 28. Trajectory generation results under diﬀerent policy optimizers at the Tianjin site.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2028.png
Fig 29,Fig. 29. Interaction policy map with diﬀerent risk levels at mid-block location.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2029.png
Fig 30,"Fig. 30. Interaction policy map (Acceleration) with diﬀerent risk levels at intersection location (𝑙= −2.5, 𝜓= 3).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2030.png
Fig 31,"Fig. 31. Interaction policy map (Acceleration) with diﬀerent risk levels at intersection location (𝑙= 2.5, 𝜓= 3).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2031.png
Fig 32,"Fig. 32. Interaction policy map (Yaw rate) with diﬀerent risk levels at intersection location (𝑙= 2.5, 𝜓= 3).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2032.png
Fig 33,Fig. 33. State-value function visualization for explaining behavioral preferences of drivers at mid-block locations.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2033.png
Fig 34,"Fig. 34. State-value function visualization for explaining behavioral preferences of drivers at intersection locations (𝑙= 2.5, 𝜓= 3).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2034.png
Fig 35,"Fig. 35. State-value function visualization for explaining behavioral preferences of drivers at intersection locations (𝑙= 0, 𝜓= 3).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Fig%2035.png
Table 1,Table 1  Mean statistical summary of expert features at diﬀerent locations.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Table%201.png
Table 2,"Table 2  Transfer learning performance for diﬀerent interaction types, domains, and locations.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Table%202.png
Table 3,Table 3  Performance comparison of diﬀerent methods on mid-block and in- tersection datasets.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105508/Table%203.png
