序号,标题,URL
Fig 14,Fig. 14. The Anaheim network and the links to be retrofitted/newly constructed (note: each green node is both an origin and a destination).,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Fig%2014.png
Fig 15,"Fig. 15. Illustration of the impact of disruption scenario 2 (DL2, DL3, DL4, DL6 are disrupted).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Fig%2015.png
Fig 16,Fig. 16. The dynamic redundancy measure and the solution scheme under varying budget in the Anaheim network.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Fig%2016.png
Fig 17,Fig. 17. Evolution of the optimal dynamic redundancy measure over 50 iterations under B = 900.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Fig%2017.png
Fig 18,Fig. 18. Comparison of Weibit and Logit DTD flow evolution pattern in a two-route network under disruption,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Fig%2018.png
Fig 19,"Fig. 19. Comparison of different performance indicators resulting from Weibit and Logit DTD models under various scenarios with no 
improvement.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Fig%2019.png
Fig 20,"Fig. 20. Evolution of Euclidean distance between DTD link flows and equilibrium link flows under two DTD models (FD: flow dynamic; DD: 
double dynamic)",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Fig%2020.png
Table 1,Table 1  A summary of relevant studies on route redundancy.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Table%201.png
Table 2,Table 2  A review of relevant studies on DTD models.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Table%202.png
Table 3,Table 3  A selective summary of studies on partial link degradation in transportation network modeling.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Table%203.png
Table 4,Table 4  Main notations and explanations.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Table%204.png
Table 5,Table 5  A summary of the dynamic redundancy and static redundancy based on Sections 2.1 and 3.1.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Table%205.png
Table 6,Table 6  Comparison of the detailed network improvement schemes using the static and dynamic  redundancy as the objective function.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Table%206.png
Table 7,Table 7  Disruption scenarios and probabilities in the Anaheim network.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105503/Table%207.png
